0	-1	UNK make this great a few	38	make this great a few 	39	-36.11843	-11.84133	24.27710	5	0.00012	0.05180	0.80000	1.00000	0.88889
1	-1	UNK film of excellent quality that	37	short film that i have 	38	-19.68477	-14.27015	5.41462	2	0.00729	0.02823	0.40000	0.50000	0.44444
2	-1	UNK at its best although the	38	at its best although the 	39	-68.25758	-7.34615	60.91143	5	0.00000	0.15937	0.80000	1.00000	0.88889
3	-1	UNK what the best of this	38	what the best of this 	39	-41.91326	-5.54573	36.36753	5	0.00003	0.24997	0.80000	1.00000	0.88889
4	-1	UNK complete crap poor	41	<PAD> <PAD> <PAD> <PAD> <PAD> 	42	-4.46024	-4.46024	0.00000	3	0.32790	0.32790	0.00000	0.00000	0.00000
5	-1	UNK for this boring adventure in	38	for this boring adventure in 	39	-22.56508	-14.86930	7.69578	5	0.00355	0.02430	0.80000	1.00000	0.88889
6	-1	UNK is utterly laughable and has	38	is utterly laughable and has 	39	-35.51347	-15.09807	20.41540	5	0.00014	0.02295	0.80000	1.00000	0.88889
7	-1	UNK are mainly poor cgi and	38	are mainly poor cgi and 	39	-21.06577	-13.00704	8.05873	5	0.00516	0.03871	0.80000	1.00000	0.88889
8	-1	UNK earned the best actor oscar	38	earned the best actor oscar 	39	-51.12003	-4.67923	46.44080	5	0.00000	0.31043	0.80000	1.00000	0.88889
9	-1	UNK it the best they can	38	it the best they can 	39	-44.78807	-6.29406	38.49401	5	0.00001	0.20732	0.80000	1.00000	0.88889
10	-1	UNK out loud funny watching her	38	out loud funny watching her 	39	-59.85740	-11.07067	48.78673	5	0.00000	0.06281	0.80000	1.00000	0.88889
11	-1	UNK of the best picture ever	5	of the best picture ever 	6	-27.65672	-6.86793	20.78879	5	0.00099	0.17961	0.80000	1.00000	0.88889
12	-1	UNK lighting was terrible and i	38	lighting was terrible and i 	39	-43.18409	-7.26368	35.92041	5	0.00002	0.16269	0.80000	1.00000	0.88889
13	-1	UNK good product unfortunately he will	38	good product unfortunately he will 	39	-37.66708	-11.89541	25.77167	5	0.00008	0.05111	0.80000	1.00000	0.88889
14	-1	UNK she was wasted here one	38	she was wasted here one 	39	-43.47763	-13.38368	30.09395	5	0.00002	0.03523	0.80000	1.00000	0.88889
15	-1	UNK scientific arguments avoid this film	38	scientific arguments avoid this film 	39	-55.58130	-7.96328	47.61802	5	0.00000	0.13658	0.80000	1.00000	0.88889
16	-1	UNK trying to mess with the	38	trying to mess with the 	39	-42.36191	-7.44182	34.92009	5	0.00003	0.15560	0.80000	1.00000	0.88889
17	-1	UNK choppy and annoying he seems	38	choppy and annoying he seems 	39	-56.64483	-7.56342	49.08141	5	0.00000	0.15094	0.80000	1.00000	0.88889
18	-1	UNK tries her best it has	38	tries her best it has 	39	-44.54410	-6.50221	38.04189	5	0.00001	0.19680	0.80000	1.00000	0.88889
19	-1	UNK even that awful american werewolf	26	it is fun to watch 	27	-25.58976	-3.88475	21.70501	0	0.00167	0.37863	0.00000	0.00000	0.00000
20	-1	UNK a truly funny farce like	38	a truly funny farce like 	39	-59.42755	-12.49950	46.92805	5	0.00000	0.04394	0.80000	1.00000	0.88889
21	-1	UNK better and best of all	38	better and best of all 	39	-43.61979	-5.85287	37.76692	5	0.00002	0.23149	0.80000	1.00000	0.88889
22	-1	UNK thing get worse and worse	38	thing get worse and worse 	39	-44.21795	-9.42989	34.78806	5	0.00002	0.09466	0.80000	1.00000	0.88889
23	-1	UNK better and worse because it	38	better and worse because it 	39	-32.64254	-10.81934	21.82320	5	0.00029	0.06688	0.80000	1.00000	0.88889
24	-1	UNK from hyper funny to honest	22	from hyper funny to honest 	23	-27.57727	-13.81082	13.76645	5	0.00101	0.03166	0.80000	1.00000	0.88889
25	-1	UNK not a great movie in	3	not a great movie in 	4	-18.55899	-6.72172	11.83727	5	0.00966	0.18629	0.80000	1.00000	0.88889
26	-1	UNK line unintentionally funny in stead	38	line unintentionally funny in stead 	39	-64.35905	-8.54411	55.81494	5	0.00000	0.11812	0.80000	1.00000	0.88889
27	-1	UNK for a solid socially critic	38	for a solid socially critic 	39	-42.88749	-5.93360	36.95389	5	0.00002	0.22687	0.80000	1.00000	0.88889
28	-1	UNK not too bad but the	24	not too bad but the 	25	-28.40848	-4.63394	23.77454	5	0.00082	0.31396	0.80000	1.00000	0.88889
29	-1	UNK certainly was great in comedy	61	harlow is wonderful in this 	62	-35.92545	-6.89503	29.03042	1	0.00013	0.17839	0.20000	0.25000	0.22222
30	-1	UNK controlled the best thing on	38	controlled the best thing on 	39	-38.68050	-8.18862	30.49188	5	0.00006	0.12910	0.80000	1.00000	0.88889
31	-1	UNK assault with great ease and	38	assault with great ease and 	39	-41.32439	-5.79668	35.52771	5	0.00003	0.23477	0.80000	1.00000	0.88889
32	-1	UNK premise is stupid and it	38	premise is stupid and it 	39	-22.71054	-8.05171	14.65883	5	0.00342	0.13360	0.80000	1.00000	0.88889
33	-1	UNK stupid than funny believe me	10	stupid than funny believe me 	11	-19.53099	-13.43196	6.09903	5	0.00758	0.03481	0.80000	1.00000	0.88889
34	-1	UNK of the best hollywood director	38	of the best hollywood director 	39	-33.95456	-8.29322	25.66134	5	0.00021	0.12577	0.80000	1.00000	0.88889
35	-1	UNK been very disappointing had very	38	been very disappointing had very 	39	-41.07207	-14.66504	26.40703	5	0.00003	0.02557	0.80000	1.00000	0.88889
36	-1	UNK were completely annoying the entire	5	was the best part of 	6	-42.66342	-3.06780	39.59562	1	0.00002	0.46443	0.20000	0.25000	0.22222
37	-1	UNK i understand poor actor must	38	i understand poor actor must 	39	-34.73615	-13.43528	21.30087	5	0.00017	0.03478	0.80000	1.00000	0.88889
38	-1	UNK as well best of all	38	as well best of all 	39	-33.75752	-8.69530	25.06222	5	0.00022	0.11374	0.80000	1.00000	0.88889
39	-1	UNK for a surprisingly fun ride	12	for a surprisingly fun ride 	13	-24.45372	-13.65964	10.79408	5	0.00221	0.03288	0.80000	1.00000	0.88889
40	-1	UNK at his best is the	38	at his best is the 	39	-36.56541	-5.64012	30.92529	5	0.00011	0.24414	0.80000	1.00000	0.88889
41	-1	UNK not my favorite movie but	38	not my favorite movie but 	39	-26.08373	-10.27556	15.80817	5	0.00147	0.07662	0.80000	1.00000	0.88889
42	-1	UNK it is funny that this	38	it is funny that this 	39	-24.88868	-7.69480	17.19388	5	0.00198	0.14607	0.80000	1.00000	0.88889
43	-1	UNK give this 9/10 to be	38	give this 9 10 to 	39	-30.69744	-9.64907	21.04837	5	0.00046	0.08961	0.40000	0.50000	0.44444
44	-1	UNK of the worst director in	38	of the worst director in 	39	-46.64485	-6.23168	40.41317	5	0.00001	0.21057	0.80000	1.00000	0.88889
45	-1	UNK family struggle unfortunately the second	38	family struggle unfortunately the second 	39	-32.34693	-6.38173	25.96520	5	0.00031	0.20282	0.80000	1.00000	0.88889
46	-1	UNK extra vicious worse still there	8	has the bad taste to 	9	-40.71584	-14.25311	26.46273	0	0.00004	0.02835	0.00000	0.00000	0.00000
47	-1	UNK not a bad showing i	38	not a bad showing i 	39	-43.35211	-11.67342	31.67869	5	0.00002	0.05402	0.80000	1.00000	0.88889
48	-1	UNK interesting character excellent portrayal writing	4	hate it and i am 	5	-14.89442	-14.79506	0.09936	0	0.02415	0.02475	0.00000	0.00000	0.00000
49	-1	UNK it an 8/10 but let's	38	it an 8 10 but 	39	-13.39682	-7.59358	5.80324	5	0.03511	0.14981	0.40000	0.50000	0.44444
50	-1	UNK makes a poor cameo and	38	makes a poor cameo and 	39	-37.16530	-6.14158	31.02372	5	0.00009	0.21537	0.80000	1.00000	0.88889
51	-1	UNK gut a solid and satisfying	44	<PAD> <PAD> <PAD> <PAD> <PAD> 	45	-6.92935	-6.92935	0.00000	1	0.17687	0.17687	0.00000	0.00000	0.00000
52	-1	UNK of the best the humorous	14	of the best the humorous 	15	-38.66249	-7.55926	31.10323	5	0.00006	0.15110	0.80000	1.00000	0.88889
53	-1	UNK do their best with a	38	do their best with a 	39	-52.17466	-5.95859	46.21607	5	0.00000	0.22545	0.80000	1.00000	0.88889
54	-1	UNK is very funny and her	38	is very funny and her 	39	-41.36260	-6.92392	34.43868	5	0.00003	0.17711	0.80000	1.00000	0.88889
55	-1	UNK of the best acted most	17	of the best acted most 	18	-41.35916	-11.49204	29.86712	5	0.00003	0.05653	0.80000	1.00000	0.88889
56	-1	UNK poor production best skip this	38	poor production best skip this 	39	-22.23311	-11.11494	11.11817	5	0.00386	0.06212	0.80000	1.00000	0.88889
57	-1	UNK fer i enjoyed barbara bel	38	fer i enjoyed barbara bel 	39	-34.05603	-8.87933	25.17670	5	0.00020	0.10863	0.80000	1.00000	0.88889
58	-1	UNK is the best she helped	38	is the best she helped 	39	-27.08328	-4.88946	22.19382	5	0.00115	0.29453	0.80000	1.00000	0.88889
59	-1	UNK soundtrack is awful and has	38	soundtrack is awful and has 	39	-63.92310	-5.68377	58.23933	5	0.00000	0.24149	0.80000	1.00000	0.88889
60	-1	UNK gave their best romantic performance	38	gave their best romantic performance 	39	-42.18819	-14.69506	27.49313	5	0.00003	0.02538	0.80000	1.00000	0.88889
61	-1	UNK the 50 best horror movie	38	the 50 best horror movie 	39	-22.77443	-10.46480	12.30963	5	0.00337	0.07308	0.80000	1.00000	0.88889
62	-1	UNK takes one bad joke after	38	takes one bad joke after 	39	-57.25611	-14.02120	43.23491	5	0.00000	0.03004	0.80000	1.00000	0.88889
63	-1	UNK reiser was excellent although i	38	reiser was excellent although i 	39	-31.87352	-8.00374	23.86978	5	0.00035	0.13521	0.80000	1.00000	0.88889
64	-1	UNK is a waste of the	38	is a waste of the 	39	-21.45548	-3.09978	18.35570	5	0.00468	0.46073	0.80000	1.00000	0.88889
65	-1	UNK tone the fantastic soundtrack the	35	tone the fantastic soundtrack the 	36	-25.29414	-10.71359	14.58055	5	0.00179	0.06867	0.80000	1.00000	0.88889
66	-1	UNK almost as bad as the	8	almost as bad as the 	9	-22.32609	-9.69887	12.62722	5	0.00377	0.08850	0.80000	1.00000	0.88889
67	-1	UNK of the best western ever	43	of the best cinematography ever 	44	-42.73240	-9.12915	33.60325	4	0.00002	0.10205	0.60000	0.75000	0.66667
68	-1	UNK is a waste of my	1	<PAD> <PAD> <PAD> <PAD> <PAD> 	2	-13.56249	-13.56249	0.00000	1	0.03369	0.03369	0.00000	0.00000	0.00000
69	-1	UNK the two best thing in	38	the two best thing in 	39	-37.43343	-7.12185	30.31158	5	0.00009	0.16856	0.80000	1.00000	0.88889
70	-1	UNK worth seeing 8/10	42	<PAD> <PAD> <PAD> <PAD> <PAD> 	43	-5.31608	-5.31608	0.00000	2	0.26474	0.26474	0.00000	0.00000	0.00000
71	-1	UNK moore so perfectly it trapped	7	moore is perfect as a 	8	-25.06096	-9.77806	15.28290	1	0.00190	0.08677	0.00000	0.00000	0.00000
72	-1	UNK is his best film to	12	is his best film to 	13	-35.00311	-10.90119	24.10192	5	0.00016	0.06553	0.80000	1.00000	0.88889
73	-1	UNK they do best show off	38	they do best show off 	39	-44.24818	-16.88416	27.36402	5	0.00002	0.01468	0.80000	1.00000	0.88889
74	-1	UNK academy award best actor and	5	academy award best actor and 	6	-31.67978	-9.86631	21.81347	5	0.00036	0.08487	0.80000	1.00000	0.88889
75	-1	UNK all time great robert downey	20	<PAD> <PAD> <PAD> <PAD> <PAD> 	21	-19.45175	-19.45175	0.00000	1	0.00773	0.00773	0.00000	0.00000	0.00000
76	-1	UNK arguably his best highlight spanky's	38	arguably his best highlight spanky's 	39	-35.61426	-5.65748	29.95678	5	0.00014	0.24308	0.80000	1.00000	0.88889
77	-1	UNK good show great i also	38	good show great i also 	39	-36.67739	-13.81646	22.86093	5	0.00010	0.03162	0.80000	1.00000	0.88889
78	-1	UNK 5/10 cinematography 8/10 my overall	40	5 10 cinematography 8 10 	41	-19.46117	-6.50321	12.95796	5	0.00771	0.19675	0.20000	0.25000	0.22222
79	-1	UNK this disgusting waste of time	38	this disgusting waste of time 	39	-56.38782	-6.02583	50.36199	5	0.00000	0.22169	0.80000	1.00000	0.88889
80	-1	UNK far the best show on	38	far the best show on 	39	-54.83132	-7.34980	47.48152	5	0.00000	0.15922	0.80000	1.00000	0.88889
