0	38	make this great a few	38	make this great a few 	0	-4.64132	-4.64132	0.00000	5	0.31338	0.31338
1	26	film of excellent quality that	26	film of excellent quality that 	0	-9.52275	-9.52275	0.00000	5	0.09249	0.09249
2	38	at its best although the	38	at its best although the 	0	-0.95534	-0.95534	0.00000	5	0.78754	0.78754
3	38	what the best of this	38	what the best of this 	0	-0.03088	-0.03088	0.00000	5	0.99231	0.99231
4	38	complete crap poor	38	complete crap poor     	0	-0.14905	-0.14905	0.00000	5	0.96342	0.96342
5	38	for this boring adventure in	38	for this boring adventure in 	0	-6.07578	-6.07578	0.00000	5	0.21894	0.21894
6	38	is utterly laughable and has	38	is utterly laughable and has 	0	-0.16756	-0.16756	0.00000	5	0.95898	0.95898
7	38	are mainly poor cgi and	38	are mainly poor cgi and 	0	-0.16085	-0.16085	0.00000	5	0.96059	0.96059
8	38	earned the best actor oscar	38	earned the best actor oscar 	0	-0.10122	-0.10122	0.00000	5	0.97501	0.97501
9	38	it the best they can	38	it the best they can 	0	-0.08220	-0.08220	0.00000	5	0.97966	0.97966
10	38	out loud funny watching her	38	out loud funny watching her 	0	-0.22515	-0.22515	0.00000	5	0.94527	0.94527
11	5	of the best picture ever	5	of the best picture ever 	0	-1.51008	-1.51008	0.00000	5	0.68556	0.68556
12	38	lighting was terrible and i	38	lighting was terrible and i 	0	-1.28263	-1.28263	0.00000	5	0.72567	0.72567
13	38	good product unfortunately he will	38	good product unfortunately he will 	0	-0.29749	-0.29749	0.00000	5	0.92833	0.92833
14	38	she was wasted here one	38	she was wasted here one 	0	-0.65958	-0.65958	0.00000	5	0.84798	0.84798
15	38	scientific arguments avoid this film	38	scientific arguments avoid this film 	0	-0.55125	-0.55125	0.00000	5	0.87126	0.87126
16	38	trying to mess with the	38	trying to mess with the 	0	-0.12597	-0.12597	0.00000	5	0.96900	0.96900
17	38	choppy and annoying he seems	38	choppy and annoying he seems 	0	-0.52411	-0.52411	0.00000	5	0.87719	0.87719
18	38	tries her best it has	38	tries her best it has 	0	-0.31833	-0.31833	0.00000	5	0.92350	0.92350
19	18	even that awful american werewolf	18	even that awful american werewolf 	0	-13.95675	-13.95675	0.00000	5	0.03053	0.03053
20	38	a truly funny farce like	38	a truly funny farce like 	0	-0.82246	-0.82246	0.00000	5	0.81415	0.81415
21	38	better and best of all	38	better and best of all 	0	-0.80805	-0.80805	0.00000	5	0.81708	0.81708
22	38	thing get worse and worse	38	thing get worse and worse 	0	-0.60377	-0.60377	0.00000	5	0.85990	0.85990
23	38	better and worse because it	38	better and worse because it 	0	-1.90758	-1.90758	0.00000	5	0.62071	0.62071
24	22	from hyper funny to honest	22	from hyper funny to honest 	0	-0.11068	-0.11068	0.00000	5	0.97271	0.97271
25	3	not a great movie in	3	not a great movie in 	0	-0.17757	-0.17757	0.00000	5	0.95658	0.95658
26	38	line unintentionally funny in stead	38	line unintentionally funny in stead 	0	-0.27877	-0.27877	0.00000	5	0.93268	0.93268
27	38	for a solid socially critic	38	for a solid socially critic 	0	-0.27838	-0.27838	0.00000	5	0.93277	0.93277
28	24	not too bad but the	24	not too bad but the 	0	-1.74434	-1.74434	0.00000	5	0.64656	0.64656
29	33	certainly was great in comedy	33	certainly was great in comedy 	0	-4.49371	-4.49371	0.00000	5	0.32516	0.32516
30	38	controlled the best thing on	38	controlled the best thing on 	0	-0.46623	-0.46623	0.00000	5	0.88998	0.88998
31	38	assault with great ease and	38	assault with great ease and 	0	-0.38510	-0.38510	0.00000	5	0.90821	0.90821
32	38	premise is stupid and it	38	premise is stupid and it 	0	-0.59796	-0.59796	0.00000	5	0.86115	0.86115
33	10	stupid than funny believe me	10	stupid than funny believe me 	0	-0.12009	-0.12009	0.00000	5	0.97042	0.97042
34	38	of the best hollywood director	38	of the best hollywood director 	0	-0.14032	-0.14032	0.00000	5	0.96553	0.96553
35	38	been very disappointing had very	38	been very disappointing had very 	0	-1.42050	-1.42050	0.00000	5	0.70109	0.70109
36	38	were completely annoying the entire	38	were completely annoying the entire 	0	-0.19946	-0.19946	0.00000	5	0.95136	0.95136
37	38	i understand poor actor must	38	i understand poor actor must 	0	-0.28539	-0.28539	0.00000	5	0.93114	0.93114
38	38	as well best of all	38	as well best of all 	0	-1.28579	-1.28579	0.00000	5	0.72510	0.72510
39	12	for a surprisingly fun ride	12	for a surprisingly fun ride 	0	-7.84194	-7.84194	0.00000	5	0.14079	0.14079
