0	45	make this great a few	0	          	-45	-14.33285	-6.75898	7.57387	0	0.02779	0.18457
1	41	film of excellent quality that	0	          	-41	-10.34077	-5.63801	4.70276	0	0.07538	0.24426
2	48	at its best although the	0	          	-48	-7.07013	-6.96979	0.10034	0	0.17075	0.17509
3	50	what the best of this	0	          	-50	-9.00610	-6.43680	2.56930	0	0.10524	0.20005
4	0	complete crap poor	0	          	0	-5.17136	-5.17136	0.00000	2	0.27449	0.27449
5	54	for this boring adventure in	0	          	-54	-11.29974	-7.05762	4.24212	0	0.05931	0.17129
6	0	is utterly laughable and has	0	          	0	-7.69667	-7.69667	0.00000	1	0.14600	0.14600
7	0	are mainly poor cgi and	0	          	0	-4.16294	-4.16294	0.00000	2	0.35319	0.35319
8	0	earned the best actor oscar	0	          	0	-5.60303	-5.60303	0.00000	1	0.24641	0.24641
9	41	it the best they can	0	          	-41	-10.54050	-6.40143	4.13907	0	0.07171	0.20182
10	0	out loud funny watching her	0	          	0	-6.72073	-6.72073	0.00000	1	0.18634	0.18634
11	46	of the best picture ever	46	of the best picture ever 	0	-7.42846	-7.42846	0.00000	5	0.15612	0.15612
12	0	lighting was terrible and i	0	          	0	-6.46108	-6.46108	0.00000	1	0.19884	0.19884
13	0	good product unfortunately he will	0	          	0	-7.32409	-7.32409	0.00000	1	0.16025	0.16025
14	49	she was wasted here one	0	          	-49	-10.44039	-6.09550	4.34489	0	0.07353	0.21787
15	0	scientific arguments avoid this film	0	          	0	-8.60747	-8.60747	0.00000	2	0.11627	0.11627
16	48	trying to mess with the	48	trying to mess with the 	0	-4.63724	-4.63724	0.00000	5	0.31370	0.31370
17	0	choppy and annoying he seems	0	          	0	-6.53359	-6.53359	0.00000	1	0.19527	0.19527
18	48	tries her best it has	0	          	-48	-8.16267	-7.95530	0.20737	0	0.12994	0.13686
19	0	even that awful american werewolf	51	it is fun to watch 	51	-5.94412	-5.39611	0.54801	0	0.22627	0.25949
20	0	a truly funny farce like	0	          	0	-6.24495	-6.24495	0.00000	1	0.20988	0.20988
21	41	better and best of all	41	better and best of all 	0	-4.72065	-4.72065	0.00000	5	0.30723	0.30723
22	40	thing get worse and worse	0	          	-40	-5.44962	-5.31893	0.13069	0	0.25604	0.26455
23	41	better and worse because it	0	          	-41	-7.10838	-6.10220	1.00618	0	0.16913	0.21750
24	0	from hyper funny to honest	0	          	0	-5.90886	-5.90886	0.00000	1	0.22827	0.22827
25	40	not a great movie in	0	          	-40	-6.84712	-5.69418	1.15294	0	0.18054	0.24086
26	0	line unintentionally funny in stead	0	          	0	-9.50082	-9.50082	0.00000	2	0.09300	0.09300
27	0	for a solid socially critic	0	          	0	-6.30281	-6.30281	0.00000	2	0.20686	0.20686
28	47	not too bad but the	47	not too bad but the 	0	-7.07398	-7.07398	0.00000	5	0.17059	0.17059
29	40	certainly was great in comedy	40	certainly was great in comedy 	0	-9.23145	-9.23145	0.00000	5	0.09947	0.09947
30	0	controlled the best thing on	0	          	0	-5.92887	-5.92887	0.00000	1	0.22713	0.22713
31	0	assault with great ease and	0	          	0	-7.15790	-7.15790	0.00000	2	0.16705	0.16705
32	57	premise is stupid and it	0	          	-57	-7.95955	-7.39699	0.56256	0	0.13671	0.15736
33	47	stupid than funny believe me	0	          	-47	-8.27117	-6.41576	1.85541	0	0.12646	0.20110
34	64	of the best hollywood director	0	          	-64	-8.05459	-6.53360	1.52099	0	0.13350	0.19526
