0	-1	UNK make this great a few	38	make this great a few 	39	-27.53217	-14.56092	12.97125	5	0.00103	0.02625	0.80000	1.00000	0.88889
1	-1	UNK film of excellent quality that	26	film of excellent quality that 	27	-44.07341	-16.83886	27.23455	5	0.00002	0.01485	0.80000	1.00000	0.88889
2	-1	UNK at its best although the	38	at its best although the 	39	-60.52339	-7.11610	53.40729	5	0.00000	0.16880	0.80000	1.00000	0.88889
3	-1	UNK what the best of this	38	what the best of this 	39	-44.60457	-6.32565	38.27892	5	0.00001	0.20568	0.80000	1.00000	0.88889
4	-1	UNK complete crap poor	41	<PAD> <PAD> <PAD> <PAD> <PAD> 	42	-3.98552	-3.98552	0.00000	3	0.36921	0.36921	0.00000	0.00000	0.00000
5	-1	UNK for this boring adventure in	38	for this boring adventure in 	39	-47.53248	-14.85883	32.67365	5	0.00001	0.02436	0.80000	1.00000	0.88889
6	-1	UNK is utterly laughable and has	38	is utterly laughable and has 	39	-36.37354	-13.80989	22.56365	5	0.00011	0.03167	0.80000	1.00000	0.88889
7	-1	UNK are mainly poor cgi and	38	are mainly poor cgi and 	39	-35.97016	-13.46932	22.50084	5	0.00012	0.03448	0.80000	1.00000	0.88889
8	-1	UNK earned the best actor oscar	38	earned the best actor oscar 	39	-44.52099	-3.98287	40.53812	5	0.00001	0.36946	0.80000	1.00000	0.88889
9	-1	UNK it the best they can	38	it the best they can 	39	-37.46404	-6.42693	31.03711	5	0.00009	0.20054	0.80000	1.00000	0.88889
10	-1	UNK out loud funny watching her	38	out loud funny watching her 	39	-54.77728	-10.66454	44.11274	5	0.00000	0.06952	0.80000	1.00000	0.88889
11	-1	UNK of the best picture ever	5	of the best picture ever 	6	-36.70521	-7.13769	29.56752	5	0.00010	0.16789	0.80000	1.00000	0.88889
12	-1	UNK lighting was terrible and i	38	lighting was terrible and i 	39	-48.05423	-8.14216	39.91207	5	0.00001	0.13061	0.80000	1.00000	0.88889
13	-1	UNK good product unfortunately he will	38	good product unfortunately he will 	39	-38.75146	-11.72871	27.02275	5	0.00006	0.05328	0.80000	1.00000	0.88889
14	-1	UNK she was wasted here one	38	she was wasted here one 	39	-38.77405	-10.07377	28.70028	5	0.00006	0.08059	0.80000	1.00000	0.88889
15	-1	UNK scientific arguments avoid this film	38	scientific arguments avoid this film 	39	-50.02638	-6.19902	43.82736	5	0.00000	0.21230	0.80000	1.00000	0.88889
16	-1	UNK trying to mess with the	38	trying to mess with the 	39	-34.39553	-8.29787	26.09766	5	0.00018	0.12562	0.80000	1.00000	0.88889
17	-1	UNK choppy and annoying he seems	38	choppy and annoying he seems 	39	-50.44955	-10.91847	39.53108	5	0.00000	0.06524	0.80000	1.00000	0.88889
18	-1	UNK tries her best it has	38	tries her best it has 	39	-46.53644	-8.69782	37.83862	5	0.00001	0.11367	0.80000	1.00000	0.88889
19	-1	UNK even that awful american werewolf	18	even that awful american werewolf 	19	-46.40173	-10.72058	35.68115	5	0.00001	0.06855	0.80000	1.00000	0.88889
20	-1	UNK a truly funny farce like	38	a truly funny farce like 	39	-55.97375	-13.93382	42.03993	5	0.00000	0.03070	0.80000	1.00000	0.88889
21	-1	UNK better and best of all	38	better and best of all 	39	-47.58041	-4.34755	43.23286	5	0.00001	0.33726	0.80000	1.00000	0.88889
22	-1	UNK thing get worse and worse	38	thing get worse and worse 	39	-35.93924	-10.96439	24.97485	5	0.00013	0.06450	0.80000	1.00000	0.88889
23	-1	UNK better and worse because it	38	better and worse because it 	39	-30.40139	-7.93722	22.46417	5	0.00050	0.13748	0.80000	1.00000	0.88889
